proteinid,method,start,end,length,rna_class,position,signature,uniprot_accession,measurement_protein_id,frac_A,frac_C,frac_D,frac_E,frac_F,frac_G,frac_H,frac_I,frac_K,frac_L,frac_M,frac_N,frac_P,frac_Q,frac_R,frac_S,frac_T,frac_V,frac_W,frac_Y,frac_polar,frac_hydrophobic,frac_strong_hydro,frac_aromatic,frac_disorder,frac_positive,frac_negative,fcr,ncpr,frac_GS,uniprot_length,coverage_per_lcr
Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,CAST,6,85,80,mRNA,domain_adjacent,disorder_rich_spacer_region,Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,0.2875,0.0,0.0,0.0125,0.0,0.2,0.0,0.0,0.0125,0.0,0.0,0.0125,0.1625,0.025,0.025,0.0625,0.0875,0.1125,0.0,0.0,0.2375,0.7,0.1125,0.0,0.7875,0.0375,0.0125,0.05,0.025,0.2625,,
Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,CAST,185,352,168,mRNA,domain_adjacent,cation_pi_rich_neighborhood,Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,Q9Y2T7|ensembl_protein_id=ENSP00000007699|entry=YBOX2_HUMAN|source=pfam27|protein_name=Y-box-binding,0.06547619047619048,0.005952380952380952,0.02976190476190476,0.07142857142857142,0.03571428571428571,0.09523809523809523,0.005952380952380952,0.0119047619047619,0.01785714285714286,0.005952380952380952,0.005952380952380952,0.0119047619047619,0.2321428571428572,0.1011904761904762,0.1666666666666667,0.04166666666666666,0.04166666666666666,0.02976190476190476,0.005952380952380952,0.01785714285714286,0.5119047619047619,0.3452380952380952,0.1130952380952381,0.06547619047619048,0.7916666666666666,0.1845238095238095,0.1011904761904762,0.2857142857142857,0.08333333333333333,0.1369047619047619,,
Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,CAST,48,259,212,mRNA,distal_terminal,cation_pi_rich_neighborhood,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,Q13395|ensembl_protein_id=ENSP00000040877|entry=TARB1_HUMAN|source=pfam27|protein_name=tRNA,0.2216981132075472,0.01415094339622642,0.03773584905660377,0.07075471698113207,0.0,0.1556603773584906,0.004716981132075472,0.0,0.009433962264150943,0.1556603773584906,0.0,0.0,0.08018867924528301,0.01415094339622642,0.1132075471698113,0.0330188679245283,0.004716981132075472,0.07075471698113207,0.009433962264150943,0.004716981132075472,0.3018867924528302,0.6509433962264151,0.2405660377358491,0.01886792452830189,0.6981132075471698,0.1226415094339623,0.1084905660377359,0.2311320754716981,0.01415094339622642,0.1886792452830189,,
P82673|ensembl_protein_id=ENSP00000081029|entry=RT35_HUMAN|source=pfam27|protein_name=Small,CAST,231,315,85,ribosomal protein,domain_edge,acidic_region,P82673|ensembl_protein_id=ENSP00000081029|entry=RT35_HUMAN|source=pfam27|protein_name=Small,P82673|ensembl_protein_id=ENSP00000081029|entry=RT35_HUMAN|source=pfam27|protein_name=Small,0.03529411764705882,0.0,0.01176470588235294,0.2588235294117647,0.0,0.01176470588235294,0.01176470588235294,0.05882352941176471,0.1176470588235294,0.07058823529411765,0.03529411764705882,0.09411764705882353,0.0,0.02352941176470588,0.01176470588235294,0.1176470588235294,0.04705882352941176,0.02352941176470588,0.03529411764705882,0.03529411764705882,0.7647058823529411,0.4823529411764706,0.2588235294117647,0.08235294117647059,0.5764705882352941,0.1294117647058824,0.2705882352941176,0.4,-0.1411764705882353,0.1294117647058824,,
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,CAST,1392,1409,18,mRNA,distal_terminal,acidic_region,O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,0.0,0.0,0.0,0.5555555555555556,0.0,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111,0.05555555555555555,0.0,0.0,0.8333333333333334,0.2777777777777778,0.1111111111111111,0.0,0.7222222222222222,0.0,0.5555555555555556,0.5555555555555556,-0.5555555555555556,0.05555555555555555,,
O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,CAST,1402,1484,83,mRNA,distal_terminal,unmapped_physicochemical_properties,O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,O60306|ensembl_protein_id=ENSP00000156471|entry=AQR_HUMAN|source=pfam27|protein_name=RNA,0.144578313253012,0.01204819277108434,0.04819277108433735,0.144578313253012,0.01204819277108434,0.02409638554216868,0.0,0.03614457831325301,0.0,0.02409638554216868,0.01204819277108434,0.01204819277108434,0.1204819277108434,0.04819277108433735,0.01204819277108434,0.08433734939759036,0.2168674698795181,0.04819277108433735,0.0,0.0,0.5662650602409639,0.5301204819277109,0.1325301204819277,0.01204819277108434,0.5783132530120482,0.01204819277108434,0.1927710843373494,0.2048192771084337,-0.1807228915662651,0.108433734939759,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',CAST,15,35,21,mRNA,domain_adjacent,disorder_rich_spacer_region,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.04761904761904762,0.04761904761904762,0.0,0.0,0.0,0.6190476190476191,0.0,0.0,0.04761904761904762,0.0,0.0,0.0,0.1428571428571428,0.0,0.04761904761904762,0.04761904761904762,0.0,0.0,0.0,0.0,0.1428571428571428,0.7619047619047619,0.0,0.0,0.9523809523809523,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.6666666666666666,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',CAST,391,430,40,mRNA,interdomain_linker,mixed_charge_polyampholyte,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.025,0.0,0.0,0.175,0.025,0.0,0.0,0.0,0.175,0.05,0.025,0.05,0.025,0.175,0.05,0.075,0.075,0.0,0.025,0.05,0.85,0.45,0.175,0.1,0.7,0.225,0.175,0.4,0.05,0.075,,
Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',CAST,1161,1364,204,mRNA,domain_edge,aromatic_sticker_region,Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',Q9H6S0|ensembl_protein_id=ENSP00000161863|entry=YTDC2_HUMAN|source=pfam27|protein_name=3'-5',0.0392156862745098,0.00980392156862745,0.03431372549019608,0.06372549019607843,0.02941176470588235,0.06862745098039216,0.01470588235294118,0.03431372549019608,0.05882352941176471,0.05392156862745098,0.02450980392156863,0.03431372549019608,0.09313725490196079,0.05392156862745098,0.07352941176470588,0.2107843137254902,0.0392156862745098,0.02450980392156863,0.0196078431372549,0.0196078431372549,0.6225490196078431,0.4362745098039216,0.2058823529411765,0.08333333333333333,0.6617647058823529,0.1323529411764706,0.09803921568627451,0.2303921568627451,0.03431372549019608,0.2794117647058824,,
Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,CAST,188,198,11,pre-rRNA,unclassified_no_pfam,disorder_rich_spacer_region,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,Q8N1G1|ensembl_protein_id=ENSP00000170168|entry=REXO1_HUMAN|source=pfam27|protein_name=RNA,0.09090909090909091,0.0,0.0,0.0,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.1818181818181818,0.8181818181818182,0.0,0.0,1.0,0.09090909090909091,0.0,0.09090909090909091,0.09090909090909091,0.7272727272727273,,
