protein_id,protein_length,cluster_id,mds_1,mds_2,is_medoid
Q9Y2T7,364.0,4,-0.031438675860334726,0.06687481563214105,False
Q13395,1621.0,4,-0.12853432334700093,-0.016012397312793893,False
Q9H6S0,1430.0,0,-0.12371811877203026,0.03667043287066815,False
Q8N1G1,1221.0,1,0.04683221248358609,0.026381439193501596,False
Q9BRR8,931.0,1,0.02146190606089252,0.004753624585172267,False
Q9UNQ2,313.0,0,-0.08595893664662896,-0.056019341643581855,False
Q9BQI3,630.0,4,-0.022571703159938943,-0.04472682042055663,False
Q9NW64,420.0,0,-0.059197015500957115,0.012142615833989305,False
Q9H501,851.0,1,0.12155105562894958,0.005134564204973947,False
Q9UJA5,497.0,4,-0.06597620598385576,-0.05840547775749528,False
Q8N8D1,485.0,4,-0.0029809166474052563,0.010388300669041806,False
P26640,1264.0,1,0.008011266596797165,0.05579562138341252,False
P62318,126.0,3,-0.021973841722413914,-0.025851475629061167,False
O00178,669.0,0,-0.09693781007606697,0.07274103214366967,False
O15371,548.0,2,0.11583263860022827,-0.11659227359172106,False
O75132,1171.0,0,-0.0413364058805069,-0.008724892017243994,False
Q86U42,306.0,1,0.02988735929208005,0.05662028700029055,False
Q9H307,717.0,1,0.07856635867730123,0.04690907347244518,False
Q9NR97,1041.0,4,-0.08019301924083853,-0.06562506676973882,False
O60828,265.0,3,0.08771069807598421,-0.09583765886109571,False
O43719,755.0,2,0.15360009582462275,-0.0812260249760873,False
Q14694,798.0,1,0.09642617827781026,-0.023562828921719965,False
Q96DP5,389.0,0,-0.068733182090158,-0.030429551428720347,False
Q9NVM6,304.0,1,0.02798167772400149,-0.014077514153819894,False
Q9UKV8,859.0,0,-0.06421472170555609,-0.02625871262535504,False
P14866,589.0,0,-0.09041710123675024,0.1622163416869779,False
Q15428,464.0,0,-0.07078297187768608,0.04844170428183077,False
Q9NW13,759.0,2,0.12002136170261182,-0.07607844931430788,False
Q7Z333,2677.0,1,0.04553966827697909,-0.010362177791502834,False
Q9H6R0,707.0,0,-0.10422390793014283,0.007469704853934693,False
Q9Y5J1,556.0,1,0.09133522690305686,-0.03214976071821577,False
Q7Z417,695.0,0,-0.03471464242624058,0.060873582164374045,False
Q9NY12,217.0,0,-0.09364525983166855,0.07873411768403983,False
Q9H6F5,360.0,3,0.08610647953498023,-0.08835669058868664,False
P16989,372.0,1,0.042687617038657186,0.06928263345240872,False
A0A499FI31,981.0,1,0.05374770499500432,0.031673674297540574,False
Q9Y6K5,1087.0,0,-0.0968572225740948,-0.05333064782010373,False
Q5XG87,792.0,0,-0.05864444790165464,0.058581688999488304,False
O43818,475.0,1,0.01575260382633014,-0.04368759581592791,False
Q96EP5,407.0,4,-0.13271804579222024,0.06281621958862348,False
Q4ZG55,1949.0,1,0.05494796370169028,0.039005897674075835,False
Q03701,1054.0,1,0.08786562182425356,-0.10223248957666294,False
Q9BWT3,736.0,3,0.025116434128671053,-0.0520371583771946,False
Q13148,414.0,0,-0.08331969724832489,0.06756203784958045,False
Q06265,439.0,2,0.06717784631869614,-0.08029367687442289,False
P09012,282.0,4,-0.10525273677394359,-0.06681256631262157,False
Q13247,344.0,3,0.10069620108014483,0.11930917858729445,False
Q8WVK2,155.0,3,0.10426136469990119,0.048214141512181376,False
O00566,681.0,2,0.1393831342505228,-0.07652360200041085,False
Q96EU6,259.0,4,-0.061536972597799354,0.002595663254646847,False
P09234,159.0,0,-0.08174663035980627,0.028140901069720635,False
Q5JTZ9,985.0,3,-0.034289488025880444,-0.009949717251379955,False
Q96J94,861.0,3,0.022983879446639124,-0.028920529533676083,True
Q9BZI7,483.0,1,0.1663955187360992,0.035281001277555894,False
Q92797,1274.0,0,-0.031146847021741735,0.03719883056381761,False
Q8IWZ8,645.0,3,0.01921275465439102,0.00607229516507325,False
P51116,673.0,1,0.05978210410506075,0.08940036848555943,False
Q15415,496.0,3,-0.031227233730640704,0.014205832951503437,False
Q7Z478,1369.0,1,0.019234489464311444,-0.016528665222595572,False
Q96DF8,476.0,1,0.021062537040381895,-0.013393441013093236,False
Q14151,953.0,1,0.14388121431090656,0.1697708510246029,False
Q9BQ67,446.0,2,0.10573880919485008,-0.15566382878791454,False
Q8WUA2,492.0,1,0.1307445748820389,0.055296173879453646,False
P82663,173.0,2,0.1093478263534483,-0.12070802072833678,False
Q9H9Z2,209.0,1,0.0475835544014544,-0.03172461422923684,False
O43159,456.0,1,0.016413317390382792,-0.0051508262075662305,False
Q96EY7,689.0,2,0.014624343636104153,-0.10209413771018402,False
Q12849,480.0,4,-0.10713210719746229,0.003916462979311191,False
Q9NQZ2,479.0,1,0.15422857939414605,0.010485506084731228,False
O95218,330.0,1,0.14029862892790534,0.10323520448339425,False
P38935,993.0,3,0.020733775402643293,-0.05764091931454901,False
O15397,1037.0,2,0.08853773297101131,-0.11040237537613096,False
Q9P031,241.0,3,0.045427995720283526,-0.07415046172507195,False
Q76MJ5,926.0,4,-0.13367905707661204,-0.11209451234593805,False
Q5TAX3,1644.0,1,0.004833276911011097,0.024912091467014282,False
Q8NAV1,312.0,3,0.12708103623888933,0.033662693509957486,False
Q86YF9,867.0,1,0.08177415050330894,-0.026557927100841844,False
Q9HA77,564.0,3,-0.023033045083121467,-0.006494596762510474,False
O43347,362.0,0,-0.09229536969606081,-0.0349791694326204,False
A4D1B5,854.0,4,-0.12419567981037073,-0.07547668904686537,False
Q504Q3,1202.0,4,-0.10349455313593836,0.003849141587448677,False
Q96K80,434.0,0,-0.09052038078124294,0.040427305904232935,False
Q14146,1524.0,4,-0.07604611432429467,-0.04767399886373307,False
Q07955,248.0,0,0.025631296030425924,0.12335922046025699,False
O60518,1105.0,4,-0.11204771097434542,-0.061124408314668435,False
Q96RS0,853.0,1,0.10387310750993096,-0.06624623668780502,False
Q9BRD0,619.0,1,0.09860437600444805,0.03559718026542155,False
P42704,1394.0,4,-0.15733581349940964,-0.13508914410087972,False
Q9UK59,544.0,2,0.10117260598058224,-0.09288697560442918,False
Q99728,777.0,4,-0.039311038155238835,-0.020825338241175387,False
P05455,408.0,1,0.014771433347218312,0.010289796743025017,False
Q9GZL7,423.0,0,-0.10302439852457732,-0.09290191396251482,False
