protein_id,protein_length,cluster_id,mds_1,mds_2,is_medoid
Q9Y2T7,364.0,0,0.06789768066543941,-0.018347039554999302,False
Q9H6S0,1430.0,0,0.07884759779597117,0.0032583308687328416,False
Q8N1G1,1221.0,1,-0.033332159168216885,0.025927456094725316,False
Q9BRR8,931.0,4,-0.08712318544598026,-0.022964486184525793,False
Q9NW64,420.0,0,0.06593129186334114,0.05198810793449854,False
Q9H501,851.0,1,-0.13117664047379965,0.0520403507681234,False
Q8N8D1,485.0,0,0.03916868752450335,-0.01581116616775475,False
O00178,669.0,0,0.06246270881680533,0.05858198310083511,False
O15371,548.0,1,-0.1471034782568173,0.024698622757092916,False
Q86U42,306.0,0,0.001448600295366273,0.058543167847980936,False
Q9H307,717.0,3,-0.06902638035900059,-0.04041878632518265,False
O60828,265.0,4,-0.08447294841046402,-0.02672721124862286,False
O43719,755.0,4,-0.11961460965981124,0.015189968180019631,False
P14866,589.0,2,0.13535585736964045,-0.004439396862391686,False
Q15428,464.0,0,0.08374372307969538,0.009251107179315762,False
Q9NW13,759.0,1,-0.15018843970440143,0.06529766199152959,False
Q9H6R0,707.0,2,0.09327924084609203,-0.010271055414750912,False
Q9Y5J1,556.0,0,0.04526161107656461,0.024070693380640978,False
Q7Z417,695.0,0,0.08270514898826628,0.009980408023264909,False
P84098,196.0,4,-0.014375561892694424,-0.032483913548284934,False
Q9NY12,217.0,2,0.09825365585956068,-0.08764831921342768,False
P16989,372.0,0,0.0465031227405078,-0.0215600574836247,False
A0A499FI31,981.0,0,0.0175589359614424,0.001293756326186065,False
Q5XG87,792.0,0,0.07027954272498492,0.03585778221018038,False
O43818,475.0,1,-0.08638430654901648,0.023133645336169645,False
Q96EP5,407.0,0,0.07838495771922874,0.05737278095669739,False
Q4ZG55,1949.0,0,0.01363774362880756,0.06810218718520157,False
Q8NHQ9,600.0,4,-0.050090619081069675,-0.031656681279989565,False
Q13148,414.0,2,0.07975224874500494,-0.023919251251570555,False
Q13247,344.0,3,-0.007336022204609179,-0.13951673317146382,False
Q8WVK2,155.0,3,-0.04863877144203404,-0.13895893799044826,False
O00566,681.0,1,-0.12498231080734876,0.048852050202727995,False
Q96EU6,259.0,0,0.01807013217065391,0.008610735185479359,False
P09234,159.0,0,0.09045930646875562,0.014990760820447285,False
Q9BZI7,483.0,4,-0.06623013378095224,-0.016369315258299027,False
Q92797,1274.0,0,0.04141443321402596,0.011486898624972921,False
Q8IWZ8,645.0,0,0.028359571819518377,0.041295919376398926,False
P51116,673.0,3,0.005540864459040733,-0.0681936027512406,False
Q7Z478,1369.0,0,0.002662176102906542,0.020544156861622594,False
Q14151,953.0,4,-0.045583668594149335,-0.018342390888295344,False
Q9BQ67,446.0,1,-0.15478620430357606,0.060949929147029284,False
Q8WUA2,492.0,4,-0.018784407296741797,-0.03726819238293973,False
Q96EY7,689.0,1,-0.076773648327055,0.03132678066234244,False
Q12849,480.0,0,0.0731240538050668,0.0171676882450665,False
Q9NQZ2,479.0,1,-0.08051015778223462,0.029024165194098655,False
O95218,330.0,3,-0.08119434523826682,-0.07457366963533799,False
Q96MP5,696.0,0,0.021453146917531193,0.05307407954590544,False
O15397,1037.0,1,-0.12564897757244237,0.07113653104087841,False
Q8NAV1,312.0,3,-0.0767711929314746,-0.10241270711810739,False
Q86YF9,867.0,0,0.05918180371342057,0.045140803868571264,False
O43347,362.0,0,0.06997441291462357,0.08349368400977179,False
Q96K80,434.0,0,0.10107935425579788,0.0270759004694207,False
Q07955,248.0,3,0.01688710761069785,-0.13242883562935723,False
Q96RS0,853.0,4,-0.05372734761387287,-0.022948741262643794,False
O60563,726.0,0,0.0505737769994103,0.03313010046504464,False
P49790,1475.0,0,0.09725854230897357,0.019946037356012542,False
O15105,426.0,2,0.016878085630746217,0.033182001676454874,False
Q14562,1220.0,3,-0.11366518028071136,-0.07076576483662245,False
Q8TDI0,1954.0,4,-0.07455428892682821,0.034989883783606804,False
Q6ZRS2,3230.0,0,-0.032002628541672275,0.11054469698166959,False
O15047,1707.0,0,-0.02564110180304032,0.049737825379130005,False
Q8IXZ2,948.0,0,0.032614271899304485,0.03019997142169395,False
Q9UKV3,1341.0,3,-0.07527277977317945,-0.018757646986724365,False
Q92900,1129.0,0,0.10351395246473452,0.01716337797415932,False
Q9UPR6,939.0,2,0.064476841258788,-0.004931327627264385,False
Q9NVP1,670.0,4,-0.06494197433691051,-0.0369805036350986,False
Q9UNW9,492.0,0,0.09082686327744133,0.03928340059811018,False
Q9BSC4,688.0,1,-0.07004244752077196,-0.019866333120469606,False
O60583,730.0,0,0.0679744301835624,0.007795241722785599,False
Q15032,1099.0,0,0.04015884650383391,0.06169486338831706,False
O43432,1585.0,0,0.03107043535537698,0.1020080443084317,False
Q8NC60,698.0,0,-0.0488623679228607,0.05271545157719291,False
Q9Y2X3,529.0,4,-0.06345370725374426,-0.01735576371303553,False
O15234,703.0,0,0.05464089954932971,0.033499414039978616,False
Q9UBK2,798.0,3,-0.01044656446369138,-0.06296764355098823,False
Q96KR1,1074.0,0,0.0853144754716936,0.0352421774038948,False
Q17RY0,729.0,0,0.05854023380669841,0.01599849004775019,False
Q9P2N5,1060.0,0,0.011568842509603957,0.03566671071132948,False
P51531,1590.0,0,-0.020398302682078907,0.009587690269761704,False
P31942,346.0,2,0.11124744281173678,-0.02174405900677626,False
Q8TBF4,217.0,1,-0.08000654713230264,-0.024449832952961537,False
Q5T8P6,1007.0,3,0.0347441256890126,-0.05062217084674585,False
A7MD48,611.0,3,-0.010950609359109647,-0.17220768808940617,False
Q5VZF2,373.0,0,0.07042784412081564,0.015556774712413938,False
A0A0A0MQW0,576.0,2,0.07933872008443292,0.04645561561168746,False
P37108,136.0,2,0.07302870220584722,0.002014349893578813,False
Q92620,1227.0,3,-0.0751261368135173,-0.05597680414575618,False
Q8WYQ9,949.0,0,0.07445058619720783,0.047288966706480355,False
O43823,692.0,0,0.02493071768046785,0.0035262496915559414,False
Q96L12,384.0,1,-0.10639196839456505,0.02975684461820106,False
Q9H0W8,520.0,0,0.04357635421952592,0.0342803310966748,False
Q15427,424.0,0,0.10808547884603467,0.01042006972455428,False
Q9HC10,1997.0,1,-0.03749396250287693,0.059811138440206246,False
P82675,430.0,4,-0.02548423001712334,-0.05049618766789187,False
Q96HR8,494.0,0,0.03295110885022569,0.04454657905499634,False
Q96NC0,199.0,4,-0.06839718945459577,-0.035362544202965064,False
Q5C9Z4,860.0,2,0.03180209675275948,-0.031553483013062135,False
P49589,748.0,4,-0.05947418514281726,-0.018872821230719542,False
Q8IZD4,617.0,0,0.0021481847905064255,0.028662891123872422,False
Q9H361,631.0,0,0.0612410543638052,0.05769650611360059,False
Q8TBY0,533.0,2,0.06492185913802843,-0.005974751277080469,False
Q5T200,1668.0,4,-0.08792783979963724,-0.09013628942206506,False
Q2TBE0,894.0,4,-0.05541071022553731,-0.03899344642910018,False
P47974,494.0,0,0.06282901271947668,0.02804971367666397,False
P83369,360.0,2,0.056591586456316005,-0.012484022714588682,False
O95104,1147.0,0,0.07039504228208535,-0.03553228618960317,False
O43541,496.0,1,-0.02293448800294064,0.030134266236634254,False
O60841,1220.0,4,-0.11621397071340646,0.04511914522319308,False
Q9UKZ1,510.0,0,0.059845298780935405,-0.0010601729417585015,False
Q86SE8,214.0,1,-0.134915937235459,0.015464949780584984,False
Q5SZQ8,465.0,0,0.034340704332725104,0.04874257487214387,False
Q15269,919.0,1,-0.1275858668390884,0.047281763883068435,False
Q15424,915.0,4,-0.07320103288853355,-0.012718375032521812,False
Q9NQ29,371.0,3,-0.0711997252026111,-0.11498670098258815,False
Q9HCJ3,691.0,0,0.08632446255577135,0.009488044702835348,False
O14979,420.0,2,0.046784350087503465,-0.06577251836716062,False
Q96IZ7,334.0,3,-0.04697707176587206,-0.10161663574160004,False
A0AV96,593.0,0,0.06529506252196414,0.07483192810373097,False
Q8TAD8,396.0,1,-0.1120746103714571,0.032123072767417084,False
O14776,1098.0,0,0.04198131285795139,0.08624096282965514,False
O95391,586.0,4,-0.05931824553248349,-0.033538713645214185,False
Q8TA86,221.0,4,-0.0501599895152911,-0.0753182206459441,False
Q14296,549.0,0,0.02936201035264343,0.03432418766538181,False
O94913,1555.0,0,0.00068851675870998,-0.0009588043512691907,False
Q8WWH5,349.0,0,0.055612267945052765,0.050529774862978674,False
Q9P2I0,782.0,4,-0.04412407780158611,-0.005481148913810556,False
Q6ZRY4,209.0,2,0.09004628042392458,-0.015808558005898886,False
P62314,119.0,2,0.038904115242985274,-0.09545872045792435,False
Q2NL82,804.0,1,-0.10790363231272805,0.05358535100675632,False
Q15287,305.0,3,0.0028835181899079243,-0.12415601315653303,False
Q1KMD3,747.0,1,-0.04457566046532725,0.03226274372360869,False
P51608,486.0,0,0.022830555407235074,-0.008959854923275641,False
P17480,764.0,1,-0.12454185529558419,0.0209218077624474,False
Q15696,482.0,3,-0.06467317888238713,-0.1135488079563602,False
Q7Z570,1209.0,0,0.07142542846681407,0.07423282687421619,False
O75526,392.0,2,0.03281656366663512,-0.04248827547699731,False
Q9BRZ2,755.0,0,0.0005562918802562963,0.028954758835685542,False
Q16637,294.0,0,0.09896817432720131,0.030451443232299775,False
Q9NZJ5,1116.0,0,0.05518555141111266,0.032392995456065124,False
P26368,475.0,3,-0.07359365067629006,-0.07026005198094083,False
F5H0R1,912.0,0,0.07768576841491195,0.03332981504047448,False
Q9UNX4,943.0,4,-0.07464222152458143,0.008987871058072392,False
Q6L8Q7,609.0,0,0.024965113213421288,0.025607695015395473,False
Q9BWF3,364.0,0,0.06413720932503328,0.07412505920043021,False
Q969S3,477.0,1,-0.11863609204597707,0.06001641097895554,False
Q32MZ4,808.0,4,-0.03503640500586333,-0.04537045079361798,False
O43290,800.0,0,0.03208090265829814,-0.016403437786244916,False
Q9BQ04,359.0,0,0.09226832135912241,0.03082394793550623,False
Q9BUQ8,820.0,1,-0.13140984144481074,-0.05349144702651136,False
Q8IY37,1157.0,0,-0.02454191886776376,0.05361360525363423,False
Q96PK6,669.0,0,0.06264040068811443,0.03390128100311874,False
Q9UHB9,627.0,0,0.08651497783138068,0.01712613429684848,False
Q86YN6,1023.0,1,-0.07937454408647705,0.06787616733000514,False
Q14103,355.0,0,0.10018825829609658,0.031449631252569527,False
Q07666,443.0,2,0.05694860347217499,-0.024909426279824926,False
Q13064,507.0,0,0.017870443518752218,0.03918163530530594,False
Q8NBJ9,832.0,0,0.08948858625247025,0.0706989607951788,False
Q13151,305.0,2,0.11766755113660209,-0.05160365943502964,False
Q15022,739.0,2,0.07941604649778758,-0.002492284916204069,False
Q8N2A8,252.0,0,0.040276643434016664,0.026748978887404688,False
Q7Z6E9,1792.0,0,0.03296343798738408,-0.032623267909076055,False
Q9Y3T9,749.0,1,-0.11678594345827932,0.05156199434502027,False
Q96I24,572.0,0,-0.001275712653567852,0.022882753803801344,False
P19338,710.0,1,-0.08471723152605473,-0.010933031232327795,False
Q13435,895.0,0,-0.02553851773885358,0.06595958516716662,False
Q7KZ85,1726.0,1,-0.08209566970203071,0.07999404732084524,False
Q15910,746.0,1,-0.15421120319626658,0.07104372429231413,False
Q8NAF0,562.0,2,0.06389986903130568,-0.03318798796606317,False
P05387,115.0,0,0.0034963730454565015,0.05008504838564527,False
Q07864,2286.0,1,-0.11514824994624602,0.054701980527648915,False
Q9BWU0,742.0,1,-0.11663246238611391,0.03342759999762245,False
Q8WWY3,499.0,1,-0.0587343523876313,0.05445062150451321,False
Q02040,695.0,3,-0.05191977843203195,-0.05317701065288259,False
P49759,484.0,3,-0.023826309671593916,-0.06508308251022332,False
Q86XZ4,545.0,4,-0.049129372190052104,-0.05795189219452372,False
Q8NDV7,1962.0,0,-0.01201178854575166,0.025995397811303615,False
Q6P9B9,1019.0,2,0.08468455596654428,0.022226830444520757,False
O94992,359.0,1,-0.015843758125789156,0.017645900847038477,False
P98175,930.0,1,-0.1423566856374118,0.02335975012784656,False
Q6ZN04,569.0,0,0.08580340924402656,0.00777439713025001,False
Q9UJV9,622.0,4,-0.018581615517382834,-0.012958404420875083,False
B0QYK0,618.0,2,0.09720419622381594,-0.04838800536993296,False
Q8N5A5,531.0,1,-0.05893102388785633,0.009522023834637782,False
Q9H0L4,616.0,0,0.07161817296150844,0.05291006795097614,False
Q00577,322.0,2,0.09391452158189195,-0.030697938155371043,False
F8W6I7,307.0,2,0.07672780838894898,-0.03830885965935568,False
Q8WXA9,508.0,4,-0.07921304333809448,-0.09477186881240977,False
Q92973,898.0,1,-0.13627590945708828,0.07495222058574728,False
Q6PKG0,1096.0,0,0.06269624755075566,0.005540050893562302,False
O15523,660.0,0,0.04775231326756669,-0.029641610401404145,False
O43143,795.0,0,0.00784366608458501,-0.01837383485790344,False
P03950,147.0,2,0.049348464814719224,0.02976440503839136,False
Q13523,1007.0,3,-0.057768453172321155,-0.10636025617314505,False
Q9Y388,322.0,4,-0.06203393212830514,-0.07762419787468637,False
Q86U06,439.0,3,0.0004292113422238101,-0.058159590723282355,False
P06748,294.0,1,-0.12414353383100092,0.017653376752463618,False
Q13485,552.0,0,0.05081637477073351,0.0453130733352402,False
Q969H6,163.0,1,-0.06610052820873538,0.021414212380541715,False
P60323,173.0,2,0.08531362736068779,-0.039243488428720885,False
P52756,815.0,3,-0.07660081554619858,-0.08260525534104131,False
H7BXY3,1166.0,1,-0.1569115995134199,0.06158093852636218,False
Q04637,1599.0,0,-0.04224360477046179,0.0616508759296223,False
Q9UPY3,1922.0,1,-0.13562224459455785,0.056470651064090764,False
P49761,490.0,3,-0.03414093937230188,-0.07243385952198848,False
P07998,156.0,2,0.09164409936922167,0.030983873459883248,False
Q96MT3,831.0,3,-0.07899389125623968,-0.041072018854700375,False
Q9UJV8,347.0,2,0.04165251673871565,-0.07555778716533797,False
Q14157,1087.0,2,0.0844758810681008,0.01393851827231174,False
Q8WW36,166.0,2,0.07558811366685357,-0.06257738180804394,True
P05386,114.0,0,0.08478991566765262,0.04376905945905029,False
Q8TEX9,1081.0,1,-0.1044189948825108,0.056935214386871755,False
P22626,353.0,2,0.09477001465789439,-0.023809001420494923,False
Q8NI27,1593.0,1,-0.07939333844132611,0.055603507290364125,False
Q03468,1493.0,1,-0.0950976724089134,0.04828636136714614,False
Q13283,466.0,2,-0.03712712470481582,-0.011431139033746582,False
Q9HAU5,1272.0,1,-0.11074471025714586,-0.029624138690862223,False
P18583,2426.0,4,-0.026322945720215485,-0.05862406707166576,False
P26599,557.0,0,0.0840586548977515,0.04972714002213639,False
O95985,862.0,2,0.004632846861800286,-0.052846370230110934,False
P23246,707.0,0,0.07877965444713253,0.008658743642332576,False
P78362,688.0,0,0.010136431852764725,0.004657653080766716,False
Q32P51,320.0,2,0.11349628679363492,-0.07131607308651557,False
Q12904,312.0,4,-0.03412884975267131,-0.06176707003880317,False
Q92879,486.0,0,0.05882458401156475,0.0474612588302534,False
O75179,2603.0,0,0.019258400930768603,0.008803470237251483,False
Q6P2E9,1401.0,0,0.03809999580491196,0.021189526343421174,False
Q86XP3,938.0,2,0.06084352817331037,-0.050357323746329084,False
B0QYY4,370.0,0,0.06402005052740951,0.041529284003567216,False
P26358,1616.0,4,0.016880119592954813,-0.04613862119160523,False
Q9NV66,732.0,1,-0.0727233789232453,0.039185027249337624,False
Q9NTZ6,932.0,0,0.09081744249133085,0.0669707416473539,False
Q9UN86,482.0,1,-0.0988403962853306,0.04437695297802785,False
Q9BXY0,300.0,1,-0.12815191727189554,0.05514295318564688,False
Q9H7N4,1312.0,0,-0.031100968094609698,-0.019885281660817156,False
P36776,959.0,0,0.04855424268853883,0.028888591123990396,False
